temperatura
21
21
21
6
6
23
2
22
5
5
23
5
4
23
23
25
5
20
7
1
24
3
21
6
21
5
21
9
1
9
21
5
9
7
4
8
9
22
22
7
6
1
23
9
6
4
23
23
3
1
23
7
22
5
23
7
6
23
8
2
4
3
22
8
9
24
23
6
5
23
8
8
24
8
4
6
3
25
4
6
22
6
21
23
1
3
22
2
7
21
5
19
20
20
20
20
1
21
24
6
22
2
26
21
8
8
6
21
21
20
1
9
24
20
21
8
20
20
24
2
24
24
21
6
23
4
8
4
1
9
3
23
22
9
4
22
6
22
22
24
22
21
26
1
5
9
6
21
1
4
8
22
21
22
2
7
8
22
3
1
6
22
22
22
19
18
19
8
19
4
5
4
19
2
6
7
4
8
22
4
1
8
20
3
6
2
21
21
21
22
22
2
8
21
22
3
3
6
3
2
8
1
8
1
5
2
3
22
8
23
23
25
3
23
25
23
21
23
23
4
7
1
24
4
24
5
3
5
8
8
8
1
8
9
5
22
5
22
7
23
1
23
23
24
22
7
3
24
5
23
3
6
25
2
22
8
23
6
25
5
23
23
23
22
8
5
6
6
7
1
7
23
5
24
5
9
23
2
2
6
9
25
25
21
5
22
21
9
24
21
9
3
3
3
22
5
2
23
8
8
8
22
22
3
8
1
9
22
22
22
22
22
22
22
22
9
8
1
7
21
22
23
9
5
24
2
6
9
4
23
22
23
22
23
22
22
22
22
22
22
8
8
4
7
2
23
22
22
5
22
7
2
8
22
22
23
23
23
22
8
22
24
8
8
2
1
22
8
1
3
3
1
23
2
23
23
23
23
9
8
22
7
22
6
5
22
5
22
7
3
26
7
6
9
6
2
5
4
2
23
8
23
25
4
23
1
7
21
1
20
21
24
21
7
1
8
2
8
23
8
5
4
4
22
6
8
9
21
3
19
19
20
20
20
20
1
3
8
5
9
3
6
5
21
3
3
6
4
9
20
21
20
21
21
20
20
24
20
20
7
1
21
1
20
20
7
1
21
29
20
6
19
20
20
6
19
21
20
20
20
20
20
19
20
2
4
7
1
6
3
4
21
6
5
7
7
6
26
24
20
20
9
25
25
20
20
9
20
21
20
21
8
21
5
1
3
7
20
20
8
5
21
21
20
20
2
20
8
20
20
21
21
21
7
9
4
9
3
4
5
4
1
7
4
4
6
18
30
29
20
2
4
7
27
8
20
8
18
2
4
7
5
6
3
5
21
6
22
21
23
23
21
22
21
21
5
22
22
6
5
6
22
4
6
24
2
6
6
1
8
21
6
9
21
21
21
4
3
7
21
23
22
1
8
4
2
1
24
29
6
23
27
22
2
9
22
2
1
3
22
1
22
24
8
21
21
21
7
8
8
4
6
6
22
3
8
7
1
9
3
9
8
22
24
6
20
19
19
19
20
19
7
20
2
4
2
2
4
2
3
3
21
2
1
20
4
20
9
20
5
9
8
20
20
21
3
4
9
21
6
2
23
5
9
5
4
22
22
1
23
24
2
23
3
23
23
23
23
23
24
9
6
5
9
23
4
8
3
23
23
23
23
2
23
6
4
23
23
23
23
23
23
23
2
8
4
9
3
7
3
24
5
24
6
23
23
23
6
23
23
23
23
8
22
23
23
1
7
4
2
24
3
4
1
9
23
22
5
22
9
22
9
1
9
22
23
23
22
22
24
9
4
5
3
2
1
8
7
6
6
6
3
6
23
23
23
23
25
4
26
2
22
23
4
23
23
2
23
7
5
3
2
7
24
3
7
8
8
20
20
20
20
7
4
20
21
20
20
20
20
6
3
4
19
7
2
1
7
3
2
7
3
27
9
28
2
21
21
21
21
21
21
26
21
5
21
6
22
6
6
9
22
7
4
23
3
2
21
23
22
23
21
21
9
21
21
21
26
22
8
4
31
2
1
6
6
23
23
7
4
23
23
23
23
23
23
25
6
21
7
21
21
22
6
22
6
1
6
9
8
5
9
5
23
23
23
21
21
21
21
20
20
19
20
20
20
1
5
9
3
7
3
3
9
23
2
2
9
1
22
28
6
4
21
21
21
21
21
21
21
7
9
1
28
24
1
9
23
6
4
2
6
24
4
23
3
1
5
25
21
21
20
21
24
4
1
4
2
22
1
5
22
22
1
22
6
22
22
22
8
22
25
1
22
6
22
22
22
9
9
5
8
4
3
22
7
22
22
2
6
22
23
23
23
23
23
5
25
25
21
21
21
3
7
4
22
9
9
4
1
23
3
9
2
6
22
21
21
25
22
22
22
22
22
22
22
8
8
22
1
1
3
21
7
5
23
8
8
24
24
24
24
23
25
26
1
4
23
23
7
3
23
2
4
2
6
24
25
9
24
5
8
24
23
26
27
9
3
22
21
9
22
26
7
22
4
6
24
23
1
6
6
22
7
6
7
23
24
24
6
23
22
22
23
22
22
22
22
7
1
4
8
4
23
6
1
7
1
5
8
24
24
6
24
25
25
1
21
6
21
4
7
21
20
5
3
8
9
2
5
6
7
23
23
5
22
4
22
3
8
20
19
5
3
20
8
21
8
6
20
5
2
26
21
8
1
8
3
19
18
2
19
7
5
22
7
22
1
17
5
1
16
7
2
16
18
18
9
19
19
6
3
20
20
8
20
21
19
19
19
8
5
19
18
1
20
19
6
6
6
8
7
6
19
6
20
25
3
20
19
24
23
5
24
9
18
18
23
19
4
9
6
1
20
2
27
2
20
5
9
21
23
23
5
21
20
9
20
4
19
23
20
1
9
2
7
4
2
4
1
5
20
20
1
19
20
24
2
20
19
19
19
3
19
19
22
5
20
2
8
30
9
8
20
28
9
2
1
1
19
19
18
18
24
6
18
17
18
1
18
18
1
6
20
20
2
3
8
20
26
4
2
1
20
19
19
19
19
19
19
6
3
19
23
20
4
4
23
26
8
3
6
20
9
5
2
19
1
19
19
19
18
18
18
18
18
18
4
4
19
8
5
20
8
8
22
8
21
6
9
21
7
20
23
19
19
18
18
18
18
23
8
7
8
20
3
6
20
9
9
9
7
9
19
19
18
8
18
19
18
17
17
4
18
18
17
7
8
1
4
2
3
4
19
5
19
19
18
24
18
14
16
18
17
17
17
18
18
18
18
5
9
4
3
18
8
16
3
6
4
19
20
8
15
12
13
7
14
14
25
3
17
17
17
8
3
1
1
33
8
14
15
18
7
9
6
22
22
1
24
1
8
23
3
20
9
1
5
4
22
22
22
1
1
5
9
23
8
4
7
5
23
17
4
17
7
17
17
17
17
17
17
5
9
18
9
18
4
5
1
18
6
16
2
16
17
18
23
17
18
18
4
16
16
16
9
17
4
5
20
3
18
19
4
3
2
3
8
9
19
23
18
23
1
17
17
17
5
2
3
9
7
6
4
3
8
4
9
28
19
19
1
18
17
16
17
1
18
18
18
18
18
18
18
18
7
2
18
20
4
2
3
20
4
20
20
21
21
21
21
20
1
24
2
19
20
19
20
4
7
21
5
8
21
6
1
21
8
21
5
21
21
21
8
21
9
5
6
3
8
8
8
8
1
20
7
19
4
7
3
8
3
6
4
19
23
20
19
4
19
9
5
5
2
7
5
8
18
4
5
19
2
1
2
4
19
6
7
19
19
19
19
19
19
19
8
21
21
8
21
21
6
1
3
22
23
4
20
7
3
20
21
2
20
5
9
2
2
7
19
1
9
19
8
3
2
1
4
21
20
20
20
22
4
4
1
18
19
18
2
4
4
19
18
18
3
17
7
4
9
7
6
1
1
18
6
18
5
9
6
19
18
18
18
18
5
18
18
21
5
5
17
9
18
9
9
9
2
3
20
8
1
1
20
1
20
2
23
19
2
6
6
5
2
22
22
4
19
7
2
1
8
8
5
4
20
24
20
3
19
4
2
20
20
20
19
20
20
20
20
6
6
3
8
5
4
21
1
1
6
9
7
21
21
20
20
19
20
19
4
19
9
19
19
4
9
4
1
2
9
8
21
22
22
20
5
20
2
3
6
3
19
7
7
8
1
5
4
2
18
20
20
7
20
19
4
3
6
19
5
22
20
22
21
3
20
3
1
2
19
1
19
19
20
1
18
2
19
4
19
24
17
2
9
18
18
18
5
17
16
17
21
5
3
17
17
18
17
5
17
4
17
3
5
3
17
7
9
16
16
16
17
17
8
9
17
16
7
16
16
6
8
5
16
17
1
1
9
19
5
8
1
3
6
5
17
17
17
17
17
17
17
17
17
8
18
6
2
4
3
3
20
3
8
7
2
19
19
19
19
3
18
17
17
17
3
17
18
7
19
1
3
5
3
8
3
5
1
6
6
20
21
20
19
19
9
19
18
18
19
19
19
6
9
2
4
3
20
25
9
21
20
1
21
21
23
1
19
20
5
19
23
6
19
9
19
6
6
4
20
4
1
6
1
4
21
4
9
23
3
21
21
21
3
9
20
20
8
20
20
20
5
8
21
1
9
8
21
21
9
24
2
21
6
21
21
21
22
22
21
21
21
8
6
2
3
4
5
2
22
1
5
5
5
2
21
17
17
3
1
17
8
2
7
19
6
8
17
18
17
19
6
22
1
1
6
6
5
1
9
8
17
17
5
1
16
21
1
21
16
16
16
8
9
5
8
18
25
1
1
17
5
2
17
17
16
16
15
15
15
15
14
2
14
4
20
15
9
15
5
18
4
5
1
4
16
16
9
16
15
5
9
15
14
15
15
20
5
15
16
8
3
3
6
3
17
9
5
3
2
18
2
17
17
22
2
9
17
17
17
17
18
2
17
6
9
19
20
4
19
9
8
19
19
9
8
9
6
2
20
20
20
18
19
7
19
19
8
19
19
18
18
7
4
6
3
18
17
2
3
17
7
19
4
9
4
17
3
7
9
6
16
6
6
5
18
5
7
5
18
1
16
8
3
16
16
16
17
17
16
20
20
15
8
1
16
4
16
7
4
7
1
3
1
25
17
17
3
17
6
6
17
17
17
1
20
17
3
17
1
16
7
9
4
7
4
7
17
17
6
8
7
16
17
18
18
6
18
18
18
21
3
17
18
5
3
7
8
7
8
6
26
20
9
5
5
19
19
19
18
18
4
9
18
18
1
22
18
18
4
4
23
7
6
3
1
18
4
4
17
4
6
16
15
16
3
15
15
15
15
9
15
1
6
16
4
2
9
1
17
17
6
17
7
16
16
16
17
2
17
17
20
2
9
1
8
17
9
17
9
19
3
7
18
7
6
18
1
2
18
18
18
18
18
19
9
22
3
18
18
6
8
7
1
2
9
3
5
7
20
21
5
21
21
21
21
21
9
20
20
20
20
3
19
3
20
1
21
8
3
18
9
18
1
5
5
9
14
15
26
4
15
17
17
6
7
8
9
18
4
3
8
1
7
1
9
17
2
5
1
17
17
18
9
17
19
9
3
15
17
19
19
5
5
6
17
5
9
15
5
15
7
2
2
14
14
14
14
1
15
8
1
6
13
13
13
19
1
2
2
1
4
4
9
15
9
1
1
14
14
15
14
20
20
6
13
19
19
1
19
14
14
15
7
4
4
5
18
1
7
3
1
19
9
8
19
19
19
19
9
9
18
6
9
18
8
19
19
4
7
5
8
5
7
19
20
20
5
20
20
20
20
3
2
19
19
19
6
6
8
1
1
6
21
7
21
20
2
20
3
24
19
26
20
26
18
18
28
17
17
2
29
15
3
5
7
4
17
7
5
7
4
5
21
24
4
5
21
22
5
4
22
22
22
5
22
7
1
7
22
8
21
6
4
21
4
1
6
2
7
19
19
20
19
19
5
19
19
19
19
6
20
8
7
22
7
20
20
8
8
8
8
9
9
9
20
19
21
19
8
8
9
8
9
7
4
22
9
2
19
19
7
5
3
18
8
18
8
8
8
9
19
19
18
18
19
18
19
9
9
7
1
6
1
5
7
9
25
21
3
21
21
18
19
1
18
18
19
22
22
18
22
22
19
8
19
5
6
2
9
1
9
21
20
24
9
19
19
6
23
19
2
18
19
19
19
3
9
20
3
8
3
3
8
8
20
8
1
23
7
7
21
22
20
22
19
18
18
18
18
5
1
2
9
19
4
8
4
8
7
1
9
19
5
4
24
7
17
18
18
5
18
19
22
18
7
3
9
6
2
2
1
6
5
1
1
20
19
18
19
19
20
19
19
19
19
20
20
5
3
3
9
9
20
19
5
3
7
9
6
20
20
7
8
21
19
20
1
6
6
7
8
5
4
6
20
5
8
20
21
3
3
6
4
4
6
5
21
20
20
20
1
4
20
2
4
19
7
22
21
3
9
8
20
2
20
21
7
8
7
19
19
19
19
22
2
19
21
8
18
6
6
8
19
6
21
20
21
20
21
7
20
5
19
19
22
1
22
19
3
19
9
18
19
2
3
8
20
20
8
20
5
22
22
3
9
2
17
1
16
16
2
16
21
8
5
7
7
6
16
4
8
18
7
22
16
7
5
9
15
15
14
14
20
4
21
15
4
15
15
15
2
15
1
4
15
1
4
5
7
7
13
8
5
3
9
8
15
14
14
15
1
15
19
7
2
6
6
8
16
16
15
4
1
7
9
15
9
20
9
14
20
14
13
20
6
13
13
13
3
1
1
14
4
1
15
4
9
16
16
16
16
16
15
21
1
14
8
15
15
15
2
15
15
9
2
16
16
2
3
6
8
8
16
5
6
16
4
3
2
8
5
16
18
18
5
6
6
18
18
3
17
18
18
1
17
18
2
16
17
17
17
6
9
18
3
16
15
15
2
4
4
4
5
7
8
7
8
16
17
9
1
2
1
20
16
16
15
15
14
15
15
15
19
15
15
5
2
4
6
2
16
7
3
5
21
4
3
17
3
16
7
2
1
7
15
9
15
16
16
6
6
2
3
8
3
4
1
14
8
3
9
18
1
8
17
18
8
7
17
17
17
16
4
16
4
16
16
17
17
16
16
16
6
6
5
4
5
15
15
15
4
15
3
19
15
15
2
1
8
4
19
6
2
18
9
5
8
3
4
4
6
7
20
19
7
19
8
3
1
17
3
16
7
3
6
17
16
7
16
16
8
5
6
15
1
20
4
1
16
16
16
16
16
16
4
4
16
6
5
9
7
15
1
6
17
17
15
15
16
16
15
16
20
8
15
4
1
15
5
2
5
8
8
6
2
25
9
19
8
4
9
18
2
16
17
5
22
22
18
18
19
19
18
8
3
4
19
7
7
2
19
4
19
19
20
5
8
18
19
19
17
17
8
17
17
16
20
16
4
8
5
7
8
3
4
3
1
9
19
18
22
2
16
7
1
15
14
14
15
6
5
9
4
17
17
7
9
17
8
4
7
2
18
4
1
19
18
7
5
18
18
18
18
18
18
1
17
3
18
20
17
3
16
8
9
17
17
17
17
7
6
5
6
15
15
16
16
13
6
12
6
5
6
10
7
12
5
12
3
11
2
4
10
11
11
11
10
11
10
10
10
10
16
10
4
6
4
4
3
4
3
5
7
2
8
14
14
13
13
13
13
6
13
12
13
12
13
7
8
5
15
14
5
3
6
8
9
4
9
15
9
15
7
2
15
15
15
15
2
15
7
7
6
21
5
14
17
5
17
8
8
5
1
14
18
18
9
4
17
17
20
2
16
9
15
4
6
4
2
17
8
6
1
5
7
5
17
17
9
17
1
16
16
8
19
4
16
4
5
2
5
7
5
4
9
3
15
15
5
8
5
19
2
15
15
15
15
15
15
15
15
14
14
6
14
2
7
15
1
5
1
7
6
20
15
15
15
6
15
15
14
19
8
18
15
4
15
17
3
4
16
16
9
3
5
2
6
9
6
15
9
15
15
15
19
15
15
15
15
15
15
15
8
7
17
17
8
4
16
1
7
16
5
4
17
18
5
18
17
20
1
17
17
16
16
5
18
17
8
5
17
7
4
18
6
4
3
17
17
17
17
17
18
18
18
17
17
17
17
1
7
9
17
5
4
9
19
6
4
8
3
18
20
9
17
18
17
16
17
17
17
4
16
3
20
17
18
9
17
7
4
4
9
2
9
19
18
18
18
18
2
18
17
17
17
17
17
1
2
1
19
2
9
24
18
4
8
6
7
19
9
18
18
4
20
17
17
8
17
17
17
3
7
9
19
1
23
18
5
18
7
2
2
19
19
21
19
19
18
18
18
17
18
17
17
7
5
2
18
4
1
26
19
7
19
1
9
9
22
8
16
24
16
16
8
24
15
16
15
15
5
7
8
12
6
6
5
6
10
9
5
27
2
6
13
13
14
14
13
12
11
10
11
1
16
17
19
19
20
22
19
9
19
9
19
7
5
4
3
17
21
18
18
18
20
18
18
18
1
4
19
3
9
18
9
1
7
3
3
2
18
21
8
2
18
2
18
18
17
17
9
2
4
19
19
1
1
2
4
19
18
3
4
3
2
17
9
17
19
16
18
9
14
13
4
3
7
3
2
7
9
21
3
1
2
3
4
11
10
9
11
11
1
11
11
11
9
9
9
1
5
3
9
7
1
9
4
9
5
9
9
10
10
10
17
10
11
10
2
11
11
10
10
5
6
7
2
13
1
6
14
15
14
15
15
15
19
6
15
15
15
14
14
5
1
4
14
3
18
16
1
16
16
9
4
3
8
8
3
16
2
5
17
16
16
16
15
15
15
19
9
15
16
9
7
1
8
17
3
8
3
8
8
16
15
14
14
14
14
14
5
7
13
13
18
14
1
2
15
9
9
7
4
9
3
1
7
16
16
16
15
15
15
20
4
14
14
14
14
14
6
1
4
3
1
2
7
19
1
3
18
17
17
16
15
21
8
14
14
6
13
1
19
13
4
10
11
2
5
1
8
8
8
17
4
23
9
13
13
11
10
1
3
1
1
3
10
9
9
3
9
2
9
5
7
9
9
5
8
28
9
9
9
9
17
16
18
19
19
21
1
1
5
4
18
18
18
7
4
17
9
17
16
4
16
16
16
16
15

5
13
9
1
1
8
8
4
3
10
1
6
5
9
6
4
3
3
2
8
8
3
6
8
9
4
8
4
2
3
6
7
8
8
3
6
1
7
3
9
10
10
10
10
10
10
9
16
16
9
3
2
3
9
9
11
20
8
5
11
8
3
6
8
15
2
7
8
14
12
13
13
13
12
12
12
16
13
9
5
9
8
1
7
14
2
15
3
15
15
14
14
13
13
13
13
13
13
13
12
12
8
1
13
6
6
22
22
14
1
8
16
4
16
19
19
15
19
2
6
16
15
15
14
15
3
9
9
6
5
1
9
16
1
9
8
7
16
2
9
2
9
14
15
14
14
13
14
14
3
1
15
7
1
6
15
2
4
4
5
9
13
14
19
18
14
14
14
14
18
9
8
15
1
2
3
16
9
8
7
8
5
3
8
7
16
20
17
17
17
16
16
16
16
16
16
19
9
1
3
7
3
18
6
17
4
17
6
17
4
3
15
1
14
13
13
5
13
13
13
8
4
4
9
2
1
17
6
5
16
6
1
9
15
15
14
14
3
14
14
14
14
14
14
14
14
9
9
6
8
17
9
25
18
5
8
5
18
21
18
17
16
3
15
7
15
14
15
14
5
9
3
8
9
3
2
18
17
8
18
1
18
2
16
16
6
16
4
15
15
15
16
20
15
9
4
8
17
4
6
4
17
6
16
6
23
15
15
15
3
13
15
13
14
13
6
22
18
18
3
8
1
6
4
6
6
2
8
7
18
5
9
17
17
17
20
17
2
4
2
19
4
1
2
19
4
2
4
3
18
18
4
2
3
4
7
3
18
2
17
8
7
8
1
1
4
5
2
8
9
17
4
2
8
8
17
8
17
18
16
1
9
17
6
16
15
1
2
4
6
1
9
16
16
8
5
18
2
6
8
17
17
9
19
3
16
1
5
16
16
16
16
16
16
6
6
22
17
9
9
5
3
3
3
18
4
6
16
17
16
1
5
19
6
16
16
19
3
5
7
5
3
1
9
19
4
4
7
19
19
19
1
19
8
1
21
8
17
2
18
18
6
7
3
3
8
4
20
5
1
7
6
9
19
19
20
19
21
20
19
19
1
21
1
9
2
3
9
6
4
7
1
20
2
8
19
4
19
20
9
6
18
2
17
17
23
21
22
5
17
2
5
1
7
20
7
6
8
19
7
2
18
17
17
16
17
7
3
16
16
6
14
14
13
8
1
14
7
18
9
8
19
1
9
18
18
15
15
7
15
15
23
5
4
14
14
13
23
15
15
4
19
6
9
4
2
18
1
17
3
2
17
8
19
18
18
17
20
8
17
19
18
5
6
8
8
19
4
3
3
4
7
9
18
18
17
16
16
14
16
1
5
9
4
1
12
11
10
9
9
5
9
7
20
19
18
18
19
14
14
27
1
16
15
15
15
1
23
13
16
1
6
9
1
20
1
5
26
17
18
1
19
20
9
2
7
18
17
5
7
2
1
23
15
7
8
8
13
9
6
7
9
18
19
19
17
15
16
6
17
17
13
29
6
6
6
6
9
7
3
10
5
4
7
7
2
9
9
16
18
18
3
9
7
18
19
19
19
19
20
20
7
20
9
7
18
4
4
6
8
1
8
7
7
7
19
6
18
18
18
18
19
19
19
19
3
9
4
9
7
25
19
1
9
5
8
2
19
19
3
19
3
3
18
7
18
4
18
7
9
3
8
6
18
2
2
2
7
1
20
19
18
7
19
19
19
19
20
18
6
17
2
18
5
2
6
2
19
19
5
7
1
7
6
5
5
19
19
8
18
18
18
18
2
18
6
8
9
18
19
20
5
7
7
7
20
18
1
18
1
19
1
9
8
1
19
3
18
7
17
18
19
8
6
22
22
19
18
18
18
18
2
7
18
18
18
3
17
16
17
16
16
16
16
16
1
16
5
1
3
2
18
9
8
7
5
8
18
19
22
1
16
1
16
7
16
15
16
3
1
17
2
17
1
3
2
18
7
7
5
5
2
19
17
16
17
17
17
16
16
16
15
16
5
1
4
7
5
4
3
2
9
19
2
7
3
18
19
7
19
5
19
5
5
4
2
2
5
8
6
1
6
4
4
2
7
1
8
19
19
8
19
19
19
2
19
19
9
7
9
2
6
7
9
6
5
4
8
20
2
6
1
19
8
21
19
6
6
6
6
6
5
1
18
1
4
5
7
6
5
2
4
6
7
18
18
3
3
18
3
21
2
21
20
18
9
21
8
17
1
9
8
4
2
2
19
3
19
8
20
7
21
8
18
19
19
3
2
18
18
18
19
7
19
20
9
20
19
1
8
7
2
8
5
19
19
19
7
21
19
8
19
7
5
5
6
8
9
21
5
7
9
3
3
23
20
8
3
19
19
19
4
3
1
4
18
18
17
3
4
7
2
6
7
18
8
7
7
9
3
2
1
19
9
19
8
1
9
8
9
21
21
4
9
18
5
3
7
19
25
7
6
9
7
1
5
4
3
21
2
3
1
9
8
8
7
20
20
1
20
20
21
21
9
8
3
5
6
9
8
3
23
26
26
20
22
21
21
20
21
20
4
25
9
20
3
18
9
19
15
20
6
5
20
20
6
20
19
19
19
8
18
18
18
23
1
6
3
1
27
19
2
20
20
9
20
21
6
3
20
7
20
20
20
20
8
6
19
2
19
4
8
9
1
3
8
9
5
19
4
4
19
19
19
9
9
18
18
8
9
9
5
1
3
5
7
9
20
16
5
19
5
4
18
8
5
5
4
2
1
17
1
18
7
18
18
18
19
5
19
6
25
7
19
5
5
2
7
9
19
5
7
19
4
19
19
19
19
7
19
6
6
5
1
2
6
8
7
9
8
3
2
20
19
4
5
1
9
20
6
6
20
2
2
20
20
9
3
4
6
21
7
2
19
3
19
4
1
19
19
19
2
18
19
6
19
19
19
20
19
5
2
7
4
4
4
8
19
19
4
2
5
5
4
20
3
19
18
19
18
8
5
1
17
2
3
19
1
4
4
2
4
2
15
6
2
15
15
15
15
15
14
18
6
6
4
1
10
4
1
4
5
3
16
8
16
4
4
15
4
8
19
14
1
13
19
4
13
13
13
13
13
9
7
8
2
3
23
8
6
8
2
9
9
16
16
16
16
16
3
3
20
8
15
15
5
15
9
5
1
1
9
16
7
23
17
16
6
9
17
9
6
17
17
17
18
18
18
17
17
8
6
3
6
7
5
8
5
1
19
4
3
8
18
18
4
18
19
4
5
18
18
5
18
5
5
4
5
20
19
20
6
5
19
9
19
19
6
19
19
20
19
1
21
19
19
9
8
19
2
5
1
1
20
1
5
6
6
1
8
3
19
7
19
19
19
19
7
21
21
19
19
6
3
20
20
20
19
4
5
7
4
6
2
19
9
7
19
19
7
19
19
18
18
18
18
7
19
19
9
19
18
19
19
5
5
2
2
7
5
8
3
2
1
18
5
18
9
18
7
8
8
2
19
4
3
7
18
18
9
5
4
7
4
19
19
19
5
19
19
18
19
4
19
1
9
1
20
3
6
9
9
6
2
7
4
6
19
19
5
19
19
19
19
22
4
19
8
6
7
5
20
20
20
9
7
5
6
6
1
7
22
20
1
4
21
21
21
20
1
24
19
20
9
5
20
22
20
7
20
20
8
3
2
5
8
19
20
3
5
19
19
9
1
19
8
6
7
8
5
20
21
21
6
2
19
19
19
19
19
19
19
6
6
19
19
4
18
4
19
19
9
6
19
19
5
9
3
1
1
8
4
2
2
21
8
2
19
19
3
6
19
19
19
6
21
2
2
5
4
5
5
20
3
9
22
3
5
20
8
6
2
19
16
5
3
16
1
4
1
5
17
16
9
4
4
8
9
2
6
1
2
3
4
15
15
9
15
1
16
5
6
3
2
16
16
5
4
4
7
17
7
7
7
16
3
1
17
17
7
9
16
16
19
17
16
18
8
17
6
4
9
7
3
18
18
18
18
2
4
1
19
2
18
3
3
19
17
7
8
8
6
18
19
19
9
6
19
18
19
19
19
18
18
18
18
8
17
7
16
9
7
17
6
9
17
17
7
5
18
6
17
8
17
5
17
7
4
7
16
17
18
9
17
16
16
16
2
8
17
6
1
7
18
8
4
6
3
3
3
1
17
17
17
17
19
5
17
17
17
18
4
18
2
8
2
18
5
5
7
7
3
3
3
4
18
18
19
18
22
19
3
23
19
2
9
5
1
8
6
2
2
31
20
5
1
1
2
27
1
8
18
5
18
19
19
24
8
6
4
4
1
7
20
6
4
8
9
18
6
9
7
9
21
19
3
21
19
7
3
19
3
1
19
19
5
7
19
6
6
2
1
2
1
18
5
18
2
2
18
2
4
18
7
4
6
5
18
6
19
2
18
18
18
8
5
5
6
4
4
19
1
9
18
18
5
4
18
9
6
18
8
7
7
